Report_Year,Census_Tract_1990,Crime_Type,Report_Year_Total
1998,99,Robbery,8
1998,99,Theft,217
1998,99,Vehicle Theft,108
1998,99,Violent Crimes Total,31
1999,1,Aggravated Assault,26
1999,1,Homicide,1
1999,1,NonResidential Burglary,17
1999,1,Property Crimes Total,328
1999,1,Rape,2
1999,1,Residential Burglary,24
1999,1,Robbery,8
1999,1,Theft,216
1999,1,Vehicle Theft,69
1999,1,Violent Crimes Total,37
1999,10,Aggravated Assault,2
1999,10,Homicide,0
1999,10,NonResidential Burglary,4
1999,10,Property Crimes Total,70
1999,10,Rape,0
1999,10,Residential Burglary,9
1999,10,Robbery,2
1999,10,Theft,45
1999,10,Vehicle Theft,12
1999,10,Violent Crimes Total,4
1999,100,Aggravated Assault,31
1999,100,Homicide,0
1999,100,NonResidential Burglary,33
1999,100,Property Crimes Total,594
1999,100,Rape,0
1999,100,Residential Burglary,55
1999,100,Robbery,25
1999,100,Theft,386
1999,100,Vehicle Theft,119
1999,100,Violent Crimes Total,56
1999,101,Aggravated Assault,36
1999,101,Homicide,0
1999,101,NonResidential Burglary,32
1999,101,Property Crimes Total,581
1999,101,Rape,3
1999,101,Residential Burglary,73
1999,101,Robbery,24
1999,101,Theft,337
1999,101,Vehicle Theft,133
1999,101,Violent Crimes Total,63
1999,102,Aggravated Assault,8
1999,102,Homicide,0
1999,102,NonResidential Burglary,9
1999,102,Property Crimes Total,194
1999,102,Rape,0
1999,102,Residential Burglary,33
1999,102,Robbery,3
1999,102,Theft,110
1999,102,Vehicle Theft,41
1999,102,Violent Crimes Total,11
1999,103,Aggravated Assault,50
1999,103,Homicide,2
1999,103,NonResidential Burglary,43
1999,103,Property Crimes Total,454
1999,103,Rape,6
1999,103,Residential Burglary,55
1999,103,Robbery,34
1999,103,Theft,244
1999,103,Vehicle Theft,112
1999,103,Violent Crimes Total,92
1999,104,Aggravated Assault,19
1999,104,Homicide,0
1999,104,NonResidential Burglary,20
1999,104,Property Crimes Total,381
1999,104,Rape,0
1999,104,Residential Burglary,44
1999,104,Robbery,8
1999,104,Theft,229
1999,104,Vehicle Theft,87
1999,104,Violent Crimes Total,27
1999,105,Aggravated Assault,13
1999,105,Homicide,1
1999,105,NonResidential Burglary,20
1999,105,Property Crimes Total,445
1999,105,Rape,0
1999,105,Residential Burglary,31
1999,105,Robbery,11
1999,105,Theft,308
1999,105,Vehicle Theft,84
1999,105,Violent Crimes Total,25
1999,106,Aggravated Assault,11
1999,106,Homicide,0
1999,106,NonResidential Burglary,10
1999,106,Property Crimes Total,386
1999,106,Rape,0
1999,106,Residential Burglary,44
1999,106,Robbery,10
1999,106,Theft,229
1999,106,Vehicle Theft,103
1999,106,Violent Crimes Total,21
1999,107,Aggravated Assault,44
1999,107,Homicide,2
1999,107,NonResidential Burglary,15
1999,107,Property Crimes Total,377
1999,107,Rape,1
1999,107,Residential Burglary,73
1999,107,Robbery,15
1999,107,Theft,186
1999,107,Vehicle Theft,102
1999,107,Violent Crimes Total,62
1999,108,Aggravated Assault,16
1999,108,Homicide,1
1999,108,NonResidential Burglary,9
1999,108,Property Crimes Total,282
1999,108,Rape,3
1999,108,Residential Burglary,53
1999,108,Robbery,3
1999,108,Theft,146
1999,108,Vehicle Theft,71
1999,108,Violent Crimes Total,23
1999,109,Aggravated Assault,36
1999,109,Homicide,1
1999,109,NonResidential Burglary,78
1999,109,Property Crimes Total,527
1999,109,Rape,2
1999,109,Residential Burglary,43
1999,109,Robbery,29
1999,109,Theft,280
1999,109,Vehicle Theft,123
1999,109,Violent Crimes Total,68
1999,11,Aggravated Assault,7
1999,11,Homicide,0
1999,11,NonResidential Burglary,4
1999,11,Property Crimes Total,84
1999,11,Rape,0
1999,11,Residential Burglary,15
1999,11,Robbery,3
1999,11,Theft,41
1999,11,Vehicle Theft,24
1999,11,Violent Crimes Total,10
1999,110,Aggravated Assault,24
1999,110,Homicide,1
1999,110,NonResidential Burglary,16
1999,110,Property Crimes Total,274
1999,110,Rape,2
1999,110,Residential Burglary,36
1999,110,Robbery,15
1999,110,Theft,148
1999,110,Vehicle Theft,73
1999,110,Violent Crimes Total,42
1999,111,Aggravated Assault,43
1999,111,Homicide,1
1999,111,NonResidential Burglary,16
1999,111,Property Crimes Total,408
1999,111,Rape,9
1999,111,Residential Burglary,68
1999,111,Robbery,28
1999,111,Theft,206
1999,111,Vehicle Theft,111
1999,111,Violent Crimes Total,81
1999,112,Aggravated Assault,37
1999,112,Homicide,2
1999,112,NonResidential Burglary,16
1999,112,Property Crimes Total,288
1999,112,Rape,4
1999,112,Residential Burglary,42
1999,112,Robbery,13
1999,112,Theft,139
1999,112,Vehicle Theft,86
1999,112,Violent Crimes Total,56
1999,113,Aggravated Assault,30
1999,113,Homicide,0
1999,113,NonResidential Burglary,10
1999,113,Property Crimes Total,333
1999,113,Rape,0
1999,113,Residential Burglary,50
1999,113,Robbery,9
1999,113,Theft,163
1999,113,Vehicle Theft,109
1999,113,Violent Crimes Total,39
1999,114,Aggravated Assault,44
1999,114,Homicide,2
1999,114,NonResidential Burglary,23
1999,114,Property Crimes Total,675
1999,114,Rape,3
1999,114,Residential Burglary,78
1999,114,Robbery,32
1999,114,Theft,372
1999,114,Vehicle Theft,198
1999,114,Violent Crimes Total,81
1999,115,Aggravated Assault,9
1999,115,Homicide,0
1999,115,NonResidential Burglary,4
1999,115,Property Crimes Total,281
1999,115,Rape,0
1999,115,Residential Burglary,64
1999,115,Robbery,9
1999,115,Theft,138
1999,115,Vehicle Theft,70
1999,115,Violent Crimes Total,18
1999,116,Aggravated Assault,6
1999,116,Homicide,0
1999,116,NonResidential Burglary,3
1999,116,Property Crimes Total,356
1999,116,Rape,0
1999,116,Residential Burglary,56
1999,116,Robbery,3
1999,116,Theft,217
1999,116,Vehicle Theft,77
1999,116,Violent Crimes Total,9
1999,117,Aggravated Assault,16
1999,117,Homicide,0
1999,117,NonResidential Burglary,32
1999,117,Property Crimes Total,206
1999,117,Rape,0
1999,117,Residential Burglary,35
1999,117,Robbery,4
1999,117,Theft,93
1999,117,Vehicle Theft,45
1999,117,Violent Crimes Total,20
1999,118,Aggravated Assault,67
1999,118,Homicide,1
1999,118,NonResidential Burglary,34
1999,118,Property Crimes Total,523
1999,118,Rape,10
1999,118,Residential Burglary,72
1999,118,Robbery,67
1999,118,Theft,330
1999,118,Vehicle Theft,85
1999,118,Violent Crimes Total,145
1999,119,Aggravated Assault,30
1999,119,Homicide,0
1999,119,NonResidential Burglary,8
1999,119,Property Crimes Total,222
1999,119,Rape,3
1999,119,Residential Burglary,39
1999,119,Robbery,7
1999,119,Theft,117
1999,119,Vehicle Theft,57
1999,119,Violent Crimes Total,40
1999,12,Aggravated Assault,16
1999,12,Homicide,1
1999,12,NonResidential Burglary,20
1999,12,Property Crimes Total,995
1999,12,Rape,1
1999,12,Residential Burglary,20
1999,12,Robbery,16
1999,12,Theft,749
1999,12,Vehicle Theft,205
1999,12,Violent Crimes Total,34
1999,120,Aggravated Assault,4
1999,120,Homicide,0
1999,120,NonResidential Burglary,4
1999,120,Property Crimes Total,142
1999,120,Rape,1
1999,120,Residential Burglary,30
1999,120,Robbery,0
1999,120,Theft,78
1999,120,Vehicle Theft,28
1999,120,Violent Crimes Total,5
1999,121,Aggravated Assault,2
1999,121,Homicide,0
1999,121,NonResidential Burglary,0
1999,121,Property Crimes Total,56
1999,121,Rape,0
1999,121,Residential Burglary,7
1999,121,Robbery,0
1999,121,Theft,35
1999,121,Vehicle Theft,14
1999,121,Violent Crimes Total,2
1999,13,Aggravated Assault,25
1999,13,Homicide,0
1999,13,NonResidential Burglary,13
1999,13,Property Crimes Total,360
1999,13,Rape,2
1999,13,Residential Burglary,49
1999,13,Robbery,22
1999,13,Theft,214
1999,13,Vehicle Theft,81
1999,13,Violent Crimes Total,49
1999,14,Aggravated Assault,2
1999,14,Homicide,0
1999,14,NonResidential Burglary,7
1999,14,Property Crimes Total,237
1999,14,Rape,1
1999,14,Residential Burglary,45
1999,14,Robbery,2
1999,14,Theft,128
1999,14,Vehicle Theft,57
1999,14,Violent Crimes Total,5
1999,15,Aggravated Assault,1
1999,15,Homicide,0
1999,15,NonResidential Burglary,0
1999,15,Property Crimes Total,44
1999,15,Rape,0
1999,15,Residential Burglary,18
1999,15,Robbery,0
1999,15,Theft,21
1999,15,Vehicle Theft,5
1999,15,Violent Crimes Total,1
1999,16,Aggravated Assault,7
1999,16,Homicide,0
1999,16,NonResidential Burglary,8
1999,16,Property Crimes Total,146
1999,16,Rape,1
1999,16,Residential Burglary,24
1999,16,Robbery,4
1999,16,Theft,95
1999,16,Vehicle Theft,19
1999,16,Violent Crimes Total,12
1999,17,Aggravated Assault,33
1999,17,Homicide,1
1999,17,NonResidential Burglary,13
1999,17,Property Crimes Total,606
1999,17,Rape,1
1999,17,Residential Burglary,82
1999,17,Robbery,19
1999,17,Theft,396
1999,17,Vehicle Theft,113
1999,17,Violent Crimes Total,54
1999,18,Aggravated Assault,32
1999,18,Homicide,0
1999,18,NonResidential Burglary,15
1999,18,Property Crimes Total,245
1999,18,Rape,0
1999,18,Residential Burglary,40
1999,18,Robbery,22
1999,18,Theft,124
1999,18,Vehicle Theft,65
1999,18,Violent Crimes Total,54
1999,19,Aggravated Assault,8
1999,19,Homicide,0
1999,19,NonResidential Burglary,6
1999,19,Property Crimes Total,200
1999,19,Rape,0
1999,19,Residential Burglary,12
1999,19,Robbery,2
1999,19,Theft,123
1999,19,Vehicle Theft,59
1999,19,Violent Crimes Total,10
1999,2,Aggravated Assault,4
1999,2,Homicide,0
1999,2,NonResidential Burglary,7
1999,2,Property Crimes Total,246
1999,2,Rape,0
1999,2,Residential Burglary,45
1999,2,Robbery,6
1999,2,Theft,128
1999,2,Vehicle Theft,63
1999,2,Violent Crimes Total,10
1999,20,Aggravated Assault,4
1999,20,Homicide,0
1999,20,NonResidential Burglary,4
1999,20,Property Crimes Total,166
1999,20,Rape,0
1999,20,Residential Burglary,18
1999,20,Robbery,1
1999,20,Theft,98
1999,20,Vehicle Theft,46
1999,20,Violent Crimes Total,5
1999,21,Aggravated Assault,11
1999,21,Homicide,2
1999,21,NonResidential Burglary,5
1999,21,Property Crimes Total,100
1999,21,Rape,0
1999,21,Residential Burglary,18
1999,21,Robbery,0
1999,21,Theft,48
1999,21,Vehicle Theft,29
1999,21,Violent Crimes Total,13
1999,22,Aggravated Assault,1
1999,22,Homicide,0
1999,22,NonResidential Burglary,2
1999,22,Property Crimes Total,101
1999,22,Rape,0
1999,22,Residential Burglary,19
1999,22,Robbery,3
1999,22,Theft,62
1999,22,Vehicle Theft,18
1999,22,Violent Crimes Total,4
1999,23.98,Aggravated Assault,0
1999,23.98,Homicide,0
1999,23.98,NonResidential Burglary,0
1999,23.98,Property Crimes Total,40
1999,23.98,Rape,1
1999,23.98,Residential Burglary,1
1999,23.98,Robbery,1
1999,23.98,Theft,34
1999,23.98,Vehicle Theft,5
1999,23.98,Violent Crimes Total,2
1999,24,Aggravated Assault,1
1999,24,Homicide,0
1999,24,NonResidential Burglary,0
1999,24,Property Crimes Total,69
1999,24,Rape,0
1999,24,Residential Burglary,10
1999,24,Robbery,6
1999,24,Theft,43
1999,24,Vehicle Theft,16
1999,24,Violent Crimes Total,7
1999,25,Aggravated Assault,0
1999,25,Homicide,0
1999,25,NonResidential Burglary,1
1999,25,Property Crimes Total,37
1999,25,Rape,0
1999,25,Residential Burglary,5
1999,25,Robbery,0
1999,25,Theft,24
1999,25,Vehicle Theft,5
1999,25,Violent Crimes Total,0
1999,26,Aggravated Assault,9
1999,26,Homicide,0
1999,26,NonResidential Burglary,8
1999,26,Property Crimes Total,342
1999,26,Rape,0
1999,26,Residential Burglary,32
1999,26,Robbery,7
1999,26,Theft,223
1999,26,Vehicle Theft,78
1999,26,Violent Crimes Total,16
1999,27,Aggravated Assault,2
1999,27,Homicide,0
1999,27,NonResidential Burglary,9
1999,27,Property Crimes Total,288
1999,27,Rape,1
1999,27,Residential Burglary,30
1999,27,Robbery,5
1999,27,Theft,161
1999,27,Vehicle Theft,87
1999,27,Violent Crimes Total,8
1999,28,Aggravated Assault,4
1999,28,Homicide,0
1999,28,NonResidential Burglary,13
1999,28,Property Crimes Total,246
1999,28,Rape,0
1999,28,Residential Burglary,32
1999,28,Robbery,1
1999,28,Theft,138
1999,28,Vehicle Theft,62
1999,28,Violent Crimes Total,5
1999,29,Aggravated Assault,2
1999,29,Homicide,0
1999,29,NonResidential Burglary,14
1999,29,Property Crimes Total,180
1999,29,Rape,1
1999,29,Residential Burglary,35
1999,29,Robbery,1
1999,29,Theft,91
1999,29,Vehicle Theft,38
1999,29,Violent Crimes Total,4
1999,3,Aggravated Assault,6
1999,3,Homicide,0
1999,3,NonResidential Burglary,4
1999,3,Property Crimes Total,130
1999,3,Rape,1
1999,3,Residential Burglary,29
1999,3,Robbery,0
1999,3,Theft,72
1999,3,Vehicle Theft,25
1999,3,Violent Crimes Total,7
1999,30,Aggravated Assault,1
1999,30,Homicide,1
1999,30,NonResidential Burglary,18
1999,30,Property Crimes Total,241
1999,30,Rape,1
1999,30,Residential Burglary,25
1999,30,Robbery,11
1999,30,Theft,158
1999,30,Vehicle Theft,40
1999,30,Violent Crimes Total,14
1999,31,Aggravated Assault,4
1999,31,Homicide,0
1999,31,NonResidential Burglary,7
1999,31,Property Crimes Total,217
1999,31,Rape,1
1999,31,Residential Burglary,25
1999,31,Robbery,2
1999,31,Theft,136
1999,31,Vehicle Theft,47
1999,31,Violent Crimes Total,7
1999,32,Aggravated Assault,16
1999,32,Homicide,0
1999,32,NonResidential Burglary,20
1999,32,Property Crimes Total,335
1999,32,Rape,1
1999,32,Residential Burglary,36
1999,32,Robbery,6
1999,32,Theft,196
1999,32,Vehicle Theft,82
1999,32,Violent Crimes Total,23
1999,33,Aggravated Assault,5
1999,33,Homicide,0
1999,33,NonResidential Burglary,17
1999,33,Property Crimes Total,266
1999,33,Rape,0
1999,33,Residential Burglary,28
1999,33,Robbery,6
1999,33,Theft,160
1999,33,Vehicle Theft,58
1999,33,Violent Crimes Total,11
1999,34,Aggravated Assault,2
1999,34,Homicide,0
1999,34,NonResidential Burglary,3
1999,34,Property Crimes Total,129
1999,34,Rape,1
1999,34,Residential Burglary,18
1999,34,Robbery,2
1999,34,Theft,75
1999,34,Vehicle Theft,33
1999,34,Violent Crimes Total,5
1999,35,Aggravated Assault,2
1999,35,Homicide,0
1999,35,NonResidential Burglary,8
1999,35,Property Crimes Total,216
1999,35,Rape,0
1999,35,Residential Burglary,20
1999,35,Robbery,5
1999,35,Theft,95
1999,35,Vehicle Theft,93
1999,35,Violent Crimes Total,7
1999,36,Aggravated Assault,14
1999,36,Homicide,1
1999,36,NonResidential Burglary,18
1999,36,Property Crimes Total,486
1999,36,Rape,1
1999,36,Residential Burglary,34
1999,36,Robbery,7
1999,36,Theft,305
1999,36,Vehicle Theft,128
1999,36,Violent Crimes Total,23
1999,37,Aggravated Assault,1
1999,37,Homicide,0
1999,37,NonResidential Burglary,0
1999,37,Property Crimes Total,58
1999,37,Rape,0
1999,37,Residential Burglary,5
1999,37,Robbery,0
1999,37,Theft,31
1999,37,Vehicle Theft,21
1999,37,Violent Crimes Total,1
1999,38,Aggravated Assault,0
1999,38,Homicide,0
1999,38,NonResidential Burglary,4
1999,38,Property Crimes Total,83
1999,38,Rape,0
1999,38,Residential Burglary,8
1999,38,Robbery,0
1999,38,Theft,50
1999,38,Vehicle Theft,20
1999,38,Violent Crimes Total,0
1999,39,Aggravated Assault,0
1999,39,Homicide,0
1999,39,NonResidential Burglary,3
1999,39,Property Crimes Total,66
1999,39,Rape,0
1999,39,Residential Burglary,9
1999,39,Robbery,2
1999,39,Theft,38
1999,39,Vehicle Theft,16
1999,39,Violent Crimes Total,2
1999,4,Aggravated Assault,29
1999,4,Homicide,0
1999,4,NonResidential Burglary,22
1999,4,Property Crimes Total,611
1999,4,Rape,1
1999,4,Residential Burglary,72
1999,4,Robbery,13
1999,4,Theft,382
1999,4,Vehicle Theft,134
1999,4,Violent Crimes Total,43
1999,40.98,Aggravated Assault,0
1999,40.98,Homicide,0
1999,40.98,NonResidential Burglary,1
1999,40.98,Property Crimes Total,67
1999,40.98,Rape,0
1999,40.98,Residential Burglary,9
1999,40.98,Robbery,1
1999,40.98,Theft,41
1999,40.98,Vehicle Theft,16
1999,40.98,Violent Crimes Total,1
1999,41,Aggravated Assault,3
1999,41,Homicide,0
1999,41,NonResidential Burglary,8
1999,41,Property Crimes Total,212
1999,41,Rape,0
1999,41,Residential Burglary,27
1999,41,Robbery,5
1999,41,Theft,138
1999,41,Vehicle Theft,38
1999,41,Violent Crimes Total,8
1999,42,Aggravated Assault,8
1999,42,Homicide,0
1999,42,NonResidential Burglary,12
1999,42,Property Crimes Total,252
1999,42,Rape,3
1999,42,Residential Burglary,21
1999,42,Robbery,0
1999,42,Theft,157
1999,42,Vehicle Theft,62
1999,42,Violent Crimes Total,11
1999,43,Aggravated Assault,29
1999,43,Homicide,0
1999,43,NonResidential Burglary,13
1999,43,Property Crimes Total,489
1999,43,Rape,0
1999,43,Residential Burglary,52
1999,43,Robbery,10
1999,43,Theft,307
1999,43,Vehicle Theft,117
1999,43,Violent Crimes Total,39
1999,44,Aggravated Assault,25
1999,44,Homicide,0
1999,44,NonResidential Burglary,17
1999,44,Property Crimes Total,713
1999,44,Rape,3
1999,44,Residential Burglary,73
1999,44,Robbery,21
1999,44,Theft,455
1999,44,Vehicle Theft,164
1999,44,Violent Crimes Total,49
1999,45,Aggravated Assault,2
1999,45,Homicide,0
1999,45,NonResidential Burglary,2
1999,45,Property Crimes Total,194
1999,45,Rape,0
1999,45,Residential Burglary,17
1999,45,Robbery,0
1999,45,Theft,120
1999,45,Vehicle Theft,55
1999,45,Violent Crimes Total,2
1999,46,Aggravated Assault,7
1999,46,Homicide,0
1999,46,NonResidential Burglary,8
1999,46,Property Crimes Total,341
1999,46,Rape,0
1999,46,Residential Burglary,15
1999,46,Robbery,1
1999,46,Theft,257
1999,46,Vehicle Theft,61
1999,46,Violent Crimes Total,8
1999,47,Aggravated Assault,21
1999,47,Homicide,0
1999,47,NonResidential Burglary,45
1999,47,Property Crimes Total,520
1999,47,Rape,1
1999,47,Residential Burglary,43
1999,47,Robbery,27
1999,47,Theft,323
1999,47,Vehicle Theft,105
1999,47,Violent Crimes Total,49
1999,48,Aggravated Assault,5
1999,48,Homicide,0
1999,48,NonResidential Burglary,6
1999,48,Property Crimes Total,233
1999,48,Rape,0
1999,48,Residential Burglary,33
1999,48,Robbery,3
1999,48,Theft,140
1999,48,Vehicle Theft,54
1999,48,Violent Crimes Total,8
1999,49,Aggravated Assault,8
1999,49,Homicide,0
1999,49,NonResidential Burglary,23
1999,49,Property Crimes Total,421
1999,49,Rape,2
1999,49,Residential Burglary,59
1999,49,Robbery,4
1999,49,Theft,236
1999,49,Vehicle Theft,101
1999,49,Violent Crimes Total,14
1999,5,Aggravated Assault,2
1999,5,Homicide,0
1999,5,NonResidential Burglary,1
1999,5,Property Crimes Total,76
1999,5,Rape,0
1999,5,Residential Burglary,39
1999,5,Robbery,1
1999,5,Theft,31
1999,5,Vehicle Theft,5
1999,5,Violent Crimes Total,3
1999,50,Aggravated Assault,5
1999,50,Homicide,0
1999,50,NonResidential Burglary,7
1999,50,Property Crimes Total,251
1999,50,Rape,4
1999,50,Residential Burglary,33
1999,50,Robbery,7
1999,50,Theft,156
1999,50,Vehicle Theft,55
1999,50,Violent Crimes Total,16
1999,51,Aggravated Assault,3
1999,51,Homicide,0
1999,51,NonResidential Burglary,6
1999,51,Property Crimes Total,204
1999,51,Rape,0
1999,51,Residential Burglary,22
1999,51,Robbery,10
1999,51,Theft,125
1999,51,Vehicle Theft,51
1999,51,Violent Crimes Total,13
1999,52,Aggravated Assault,21
1999,52,Homicide,0
1999,52,NonResidential Burglary,17
1999,52,Property Crimes Total,481
1999,52,Rape,0
1999,52,Residential Burglary,51
1999,52,Robbery,4
1999,52,Theft,281
1999,52,Vehicle Theft,130
1999,52,Violent Crimes Total,25
1999,53.01,Aggravated Assault,40
1999,53.01,Homicide,0
1999,53.01,NonResidential Burglary,36
1999,53.01,Property Crimes Total,1135
1999,53.01,Rape,3
1999,53.01,Residential Burglary,53
1999,53.01,Robbery,51
1999,53.01,Theft,958
1999,53.01,Vehicle Theft,85
1999,53.01,Violent Crimes Total,94
1999,53.02,Aggravated Assault,1
1999,53.02,Homicide,0
1999,53.02,NonResidential Burglary,2
1999,53.02,Property Crimes Total,43
1999,53.02,Rape,0
1999,53.02,Residential Burglary,1
1999,53.02,Robbery,1
1999,53.02,Theft,34
1999,53.02,Vehicle Theft,6
1999,53.02,Violent Crimes Total,2
1999,54,Aggravated Assault,2
1999,54,Homicide,2
1999,54,NonResidential Burglary,19
1999,54,Property Crimes Total,363
1999,54,Rape,3
1999,54,Residential Burglary,37
1999,54,Robbery,4
1999,54,Theft,203
1999,54,Vehicle Theft,101
1999,54,Violent Crimes Total,11
1999,55,Aggravated Assault,4
1999,55,Homicide,0
1999,55,NonResidential Burglary,1
1999,55,Property Crimes Total,31
1999,55,Rape,0
1999,55,Residential Burglary,0
1999,55,Robbery,0
1999,55,Theft,29
1999,55,Vehicle Theft,1
1999,55,Violent Crimes Total,4
1999,56,Aggravated Assault,1
1999,56,Homicide,0
1999,56,NonResidential Burglary,0
1999,56,Property Crimes Total,141
1999,56,Rape,0
1999,56,Residential Burglary,14
1999,56,Robbery,0
1999,56,Theft,102
1999,56,Vehicle Theft,23
1999,56,Violent Crimes Total,1
1999,57,Aggravated Assault,5
1999,57,Homicide,0
1999,57,NonResidential Burglary,9
1999,57,Property Crimes Total,207
1999,57,Rape,0
1999,57,Residential Burglary,23
1999,57,Robbery,2
1999,57,Theft,148
1999,57,Vehicle Theft,26
1999,57,Violent Crimes Total,7
1999,58.01,Aggravated Assault,6
1999,58.01,Homicide,0
1999,58.01,NonResidential Burglary,20
1999,58.01,Property Crimes Total,239
1999,58.01,Rape,0
1999,58.01,Residential Burglary,18
